id,id_client,id_product,qtd,total,sale_date,product_id,usd_price,start_date,sale_date_norm,cotacao_brl,custo_total_brl,prejuizo,tem_prejuizo
9616,44,56,10,408393.6,2023-01-08,56,8087.59,2022-12-19,2023-01-08,5.2855,427469.56944999995,19075.97,True
3114,40,42,6,35957.0,2023-01-08,42,1263.57,2022-05-27,2023-01-08,5.2855,40071.595409999994,4114.6,True
1402,9,83,13,1664827.5,2023-01-08,83,35839.7,2019-01-25,2023-01-08,5.2855,2462599.5465499996,797772.05,True
6212,47,51,14,853314.7,2023-01-08,51,12243.38,2022-08-04,2023-01-08,5.2855,905973.3898599999,52658.69,True
839,8,20,8,246668.0,2023-01-08,20,5689.04,2021-10-04,2023-01-08,5.2855,240555.36736,-6112.63,False
8370,10,56,2,81679.1,2023-01-08,56,8087.59,2022-12-19,2023-01-08,5.2855,85493.91389,3814.81,True
4081,2,133,10,17980.65,2023-01-08,133,348.47,2022-07-06,2023-01-08,5.2855,18418.38185,437.73,True
6207,30,120,5,15622.0,2023-01-08,120,586.85,2022-10-26,2023-01-08,5.2855,15508.978374999999,-113.02,False
9840,17,35,11,115007.95,2023-01-08,35,2199.13,2022-05-05,2023-01-08,5.2855,127858.51776500001,12850.57,True
2077,45,12,12,31078.3,2023-01-08,12,527.97,2022-06-20,2023-01-08,5.2855,33487.025219999996,2408.73,True
4590,44,21,9,78611.0,2023-01-08,21,1674.22,2022-12-30,2023-01-08,5.2855,79641.80829,1030.81,True
6729,4,107,13,18690.3,2023-01-09,107,295.48,2022-08-09,2023-01-09,5.2967,20345.895908000002,1655.6,True
5395,28,10,15,480496.0,2023-01-09,10,5615.0,2021-12-20,2023-01-09,5.2967,446114.55750000005,-34381.44,False
174,42,16,6,180036.0,2023-01-09,16,5615.94,2023-01-02,2023-01-09,5.2967,178475.696388,-1560.3,False
1514,24,8,5,23674.95,2023-01-09,8,951.1,2021-08-06,2023-01-09,5.2967,25188.456850000002,1513.51,True
3327,18,134,9,42458.0,2023-01-09,134,899.33,2022-12-05,2023-01-09,5.2967,42871.330899,413.33,True
9295,42,28,14,199620.0,2023-01-09,28,2653.5,2020-09-02,2023-01-09,5.2967,196767.10830000002,-2852.89,False
7604,4,37,4,24271.0,2023-01-09,37,1132.29,2022-09-28,2023-01-09,5.2967,23989.601772,-281.4,False
4696,10,117,6,23387.1,2023-01-09,117,823.4,2022-06-10,2023-01-09,5.2967,26167.81668,2780.72,True
6407,28,39,15,444492.0,2023-01-09,39,5270.87,2020-10-16,2023-01-09,5.2967,418773.256935,-25718.74,False
7325,42,144,1,2103.3,2023-01-09,144,422.52,2022-08-04,2023-01-09,5.2967,2237.961684,134.66,True
8039,45,48,9,132627.0,2023-01-09,48,2836.04,2020-12-31,2023-01-09,5.2967,135194.877612,2567.88,True
1067,38,136,12,22497.9,2023-01-09,136,533.84,2018-11-01,2023-01-09,5.2967,33931.083936,11433.18,True
4265,9,32,6,71264.25,2023-01-09,32,2585.66,2022-05-25,2023-01-09,5.2967,82172.791932,10908.54,True
9807,8,142,7,5495.75,2023-01-09,142,160.09,2022-11-09,2023-01-09,5.2967,5935.640921000001,439.89,True
303,28,8,9,44857.0,2023-01-09,8,951.1,2021-08-06,2023-01-09,5.2967,45339.222330000004,482.22,True
6221,43,82,14,686733.15,2023-01-09,82,9770.29,2020-09-11,2023-01-09,5.2967,724504.130602,37770.98,True
9071,16,142,11,8636.45,2023-01-09,142,160.09,2022-11-09,2023-01-09,5.2967,9327.435733000002,690.99,True
3410,29,74,1,82231.05,2023-01-09,74,22250.99,2018-12-19,2023-01-09,5.2967,117856.81873300002,35625.77,True
185,39,27,7,115580.0,2023-01-09,27,3051.23,2022-07-12,2023-01-09,5.2967,113130.149587,-2449.85,False
8554,31,73,12,1632023.05,2023-01-09,73,27407.95,2021-07-12,2023-01-09,5.2967,1742060.2651800003,110037.22,True
1871,19,45,6,59422.0,2023-01-10,45,1900.9,2022-02-14,2023-01-10,5.2395,59758.5933,336.59,True
1176,17,38,10,264611.0,2023-01-10,38,5097.21,2022-10-21,2023-01-10,5.2395,267068.31795,2457.32,True
1799,1,109,10,5915.65,2023-01-10,109,169.23,2018-05-16,2023-01-10,5.2395,8866.805849999999,2951.16,True
7130,22,64,14,1561078.0,2023-01-10,64,21352.22,2022-09-06,2023-01-10,5.2395,1566249.3936599998,5171.39,True
7114,23,76,2,296396.0,2023-01-10,76,27945.06,2022-07-04,2023-01-10,5.2395,292836.28374,-3559.72,False
9946,17,126,11,27975.6,2023-01-10,126,467.05,2020-10-28,2023-01-10,5.2395,26918.193225,-1057.41,False
8359,44,150,14,21887.05,2023-01-10,150,321.31,2022-08-09,2023-01-10,5.2395,23569.05243,1682.0,True
4833,32,93,4,381812.6,2023-01-10,93,19409.47,2022-08-18,2023-01-10,5.2395,406783.67226,24971.07,True
8432,32,72,2,189362.55,2023-01-10,72,30675.48,2018-03-09,2023-01-10,5.2395,321448.35491999995,132085.8,True
4657,9,25,14,161281.5,2023-01-10,25,2389.36,2022-03-04,2023-01-10,5.2395,175266.72407999999,13985.22,True
9497,14,43,6,210581.0,2023-01-10,43,6219.32,2021-12-28,2023-01-10,5.2395,195516.76283999998,-15064.24,False
640,14,61,6,159706.4,2023-01-10,61,5564.33,2022-11-04,2023-01-10,5.2395,174925.84220999997,15219.44,True
3785,24,99,2,203806.35,2023-01-10,99,21330.89,2021-07-02,2023-01-10,5.2395,223526.39630999998,19720.05,True
4572,27,69,7,316855.0,2023-01-10,69,8542.02,2020-04-03,2023-01-10,5.2395,313291.39652999997,-3563.6,False
1289,32,120,10,31245.0,2023-01-10,120,586.85,2022-10-26,2023-01-10,5.2395,30748.005749999997,-496.99,False
8321,46,48,3,44209.0,2023-01-10,48,2836.04,2020-12-31,2023-01-10,5.2395,44578.29474,369.29,True
1007,28,98,10,793611.0,2023-01-10,98,15262.93,2022-10-03,2023-01-10,5.2395,799701.2173499999,6090.22,True
4706,3,91,9,1213974.0,2023-01-10,91,26303.31,2022-03-16,2023-01-10,5.2395,1240345.7347050002,26371.73,True
5378,35,55,14,1539821.0,2023-01-11,55,23326.09,2022-04-14,2023-01-11,5.202,1698792.4825199998,158971.48,True
1220,42,65,8,204462.0,2023-01-11,65,5008.66,2022-06-13,2023-01-11,5.202,208440.39456,3978.39,True
6173,49,45,4,39615.0,2023-01-11,45,1900.9,2022-02-14,2023-01-11,5.202,39553.9272,-61.07,False
9607,15,2,11,153980.0,2023-01-11,2,2577.22,2022-07-06,2023-01-11,5.202,147473.68284,-6506.32,False
5475,23,17,7,98271.0,2023-01-11,17,2706.74,2022-12-26,2023-01-11,5.202,98563.23035999999,292.23,True
6120,27,22,3,118359.0,2023-01-11,22,7630.67,2022-08-22,2023-01-11,5.202,119084.23602000001,725.24,True
2618,42,107,12,17252.95,2023-01-11,107,295.48,2022-08-09,2023-01-11,5.202,18445.04352,1192.09,True
4522,33,116,14,34254.15,2023-01-11,116,502.24,2022-03-16,2023-01-11,5.202,36577.13472,2322.98,True
1049,46,122,13,16332.4,2023-01-11,122,255.46,2022-09-14,2023-01-11,5.202,17275.73796,943.34,True
4619,29,101,13,5722.8,2023-01-11,101,87.95,2022-10-18,2023-01-11,5.202,5947.7067,224.91,True
134,7,18,7,176706.65,2023-01-11,18,4834.43,2022-01-25,2023-01-11,5.202,176040.93402000002,-665.72,False
8621,45,126,9,22889.3,2023-01-11,126,467.05,2020-10-28,2023-01-11,5.202,21866.346900000004,-1022.95,False
9971,1,86,5,467616.0,2023-01-11,86,17824.79,2021-08-13,2023-01-11,5.202,463622.78790000005,-3993.21,False
4844,22,5,12,284028.0,2023-01-11,5,4920.79,2022-05-24,2023-01-11,5.202,307175.39496,23147.39,True
4383,49,118,13,56096.0,2023-01-11,118,797.41,2022-07-12,2023-01-11,5.202,53925.64865999999,-2170.35,False
5093,18,15,1,26505.0,2023-01-11,15,5267.98,2023-01-09,2023-01-11,5.202,27404.031959999997,899.03,True
8560,48,142,12,9917.0,2023-01-11,142,160.09,2022-11-09,2023-01-11,5.202,9993.45816,76.46,True
2495,19,109,8,4982.0,2023-01-11,109,169.23,2018-05-16,2023-01-11,5.202,7042.675679999999,2060.68,True
3816,34,88,4,183678.7,2023-01-12,88,8866.48,2022-07-22,2023-01-12,5.14,182294.8288,-1383.87,False
5706,29,79,7,439876.6,2023-01-12,79,11724.63,2021-10-21,2023-01-12,5.14,421852.18739999994,-18024.41,False
8189,41,148,7,33499.0,2023-01-12,148,901.95,2022-11-10,2023-01-12,5.14,32452.161,-1046.84,False
2865,19,147,15,43178.45,2023-01-12,147,592.19,2022-08-25,2023-01-12,5.14,45657.849,2479.4,True
4176,14,138,11,43713.3,2023-01-12,138,826.61,2022-02-22,2023-01-12,5.14,46736.52939999999,3023.23,True
8381,16,66,13,163431.0,2023-01-12,66,2360.29,2021-01-05,2023-01-12,5.14,157714.57779999997,-5716.42,False
250,34,66,14,167202.85,2023-01-12,66,2360.29,2021-01-05,2023-01-12,5.14,169846.46839999998,2643.62,True
9118,10,70,8,261100.85,2023-01-12,70,6655.06,2022-11-09,2023-01-12,5.14,273656.0672,12555.22,True
4561,22,58,7,723683.4,2023-01-12,58,20157.55,2022-07-13,2023-01-12,5.14,725268.6489999999,1585.25,True
6947,19,1,7,220265.1,2023-01-12,1,6538.2,2022-05-16,2023-01-12,5.14,235244.436,14979.34,True
7720,1,38,12,317534.0,2023-01-12,38,5097.21,2022-10-21,2023-01-12,5.14,314395.91279999993,-3138.09,False
9217,41,3,8,72194.0,2023-01-12,3,1753.77,2022-06-21,2023-01-12,5.14,72115.0224,-78.98,False
9440,4,45,14,138652.0,2023-01-12,45,1900.9,2022-02-14,2023-01-12,5.14,136788.764,-1863.24,False
8005,49,36,11,248615.0,2023-01-12,36,4221.25,2022-09-26,2023-01-12,5.14,238669.47499999998,-9945.53,False
2910,5,120,8,23746.2,2023-01-13,120,586.85,2022-10-26,2023-01-13,5.1146,24012.024080000003,265.82,True
6052,25,31,11,91114.0,2023-01-13,31,2418.07,2016-06-10,2023-01-13,5.1146,136042.06904200002,44928.07,True
6596,39,22,10,374802.55,2023-01-13,22,7630.67,2022-08-22,2023-01-13,5.1146,390278.24782000005,15475.7,True
5380,39,36,4,85885.7,2023-01-13,36,4221.25,2022-09-26,2023-01-13,5.1146,86360.02100000001,474.32,True
2438,11,8,12,59810.0,2023-01-13,8,951.1,2021-08-06,2023-01-13,5.1146,58373.95272,-1436.05,False
4338,42,18,15,378657.65,2023-01-13,18,4834.43,2022-01-25,2023-01-13,5.1146,370892.63517,-7765.01,False
7218,39,88,7,321437.25,2023-01-13,88,8866.48,2022-07-22,2023-01-13,5.1146,317439.490256,-3997.76,False
3836,18,98,12,952334.0,2023-01-13,98,15262.93,2022-10-03,2023-01-13,5.1146,936765.381336,-15568.62,False
6156,33,109,6,3549.2,2023-01-13,109,169.23,2018-05-16,2023-01-13,5.1146,5193.262548000001,1644.06,True
2228,10,127,3,4415.6,2023-01-13,127,293.17,2023-01-06,2023-01-13,5.1146,4498.341846,82.74,True
9253,11,35,5,55028.0,2023-01-13,35,2199.13,2022-05-05,2023-01-13,5.1146,56238.35149,1210.35,True
506,40,35,6,62731.35,2023-01-13,35,2199.13,2022-05-05,2023-01-13,5.1146,67486.02178800001,4754.67,True
9839,24,130,12,49729.0,2023-01-13,130,749.89,2021-03-22,2023-01-13,5.1146,46024.648728,-3704.35,False
6456,6,115,10,8306.0,2023-01-13,115,157.17,2020-09-11,2023-01-13,5.1146,8038.616819999999,-267.38,False
6211,6,48,7,97996.3,2023-01-13,48,2836.04,2020-12-31,2023-01-13,5.1146,101536.47128800002,3540.17,True
9274,11,120,7,21871.0,2023-01-13,120,586.85,2022-10-26,2023-01-13,5.1146,21010.521070000003,-860.48,False
8429,4,124,12,42977.05,2023-01-13,124,719.16,2022-12-20,2023-01-13,5.1146,44138.588832,1161.54,True
1747,29,148,4,18184.9,2023-01-13,148,901.95,2022-11-10,2023-01-13,5.1146,18452.45388,267.55,True
3191,43,87,2,133720.0,2023-01-13,87,11794.37,2021-11-01,2023-01-13,5.1146,120646.96960400001,-13073.03,False
4006,35,91,9,1153275.3,2023-01-13,91,26303.31,2022-03-16,2023-01-13,5.1146,1210778.1839340003,57502.88,True
8012,45,56,12,490071.75,2023-01-13,56,8087.59,2022-12-19,2023-01-13,5.1146,496377.453768,6305.7,True
4205,46,83,13,1664827.5,2023-01-14,83,35839.7,2019-01-25,2023-01-14,5.1146,2382974.48506,718146.99,True
3430,20,141,13,62163.0,2023-01-14,141,942.08,2022-03-17,2023-01-14,5.1146,62638.710784,475.71,True
6282,26,146,14,6596.8,2023-01-14,146,99.02,2022-05-04,2023-01-14,5.1146,7090.267688,493.47,True
1952,15,140,1,2978.25,2023-01-14,140,586.81,2021-02-03,2023-01-14,5.1146,3001.298426,23.05,True
3056,47,116,10,24467.25,2023-01-14,116,502.24,2022-03-16,2023-01-14,5.1146,25687.56704,1220.32,True
425,23,90,11,826567.45,2023-01-14,90,14083.78,2021-12-01,2023-01-14,5.1146,792361.913068,-34205.54,False
8706,2,88,1,48336.0,2023-01-14,88,8866.48,2022-07-22,2023-01-14,5.1146,45348.498608,-2987.5,False
7580,19,17,11,154427.0,2023-01-14,17,2706.74,2022-12-26,2023-01-14,5.1146,152282.816444,-2144.18,False
9952,46,120,15,46867.0,2023-01-14,120,586.85,2022-10-26,2023-01-14,5.1146,45022.545150000005,-1844.45,False
8764,15,37,14,84948.0,2023-01-14,37,1132.29,2022-09-28,2023-01-14,5.1146,81076.94607600001,-3871.05,False
1332,14,102,13,10275.2,2023-01-14,102,199.93,2020-01-15,2023-01-14,5.1146,13293.305714,3018.11,True
520,29,10,13,416430.0,2023-01-14,10,5615.0,2021-12-20,2023-01-14,5.1146,373340.227,-43089.77,False
6774,2,87,3,200580.0,2023-01-14,87,11794.37,2021-11-01,2023-01-14,5.1146,180970.45440600003,-19609.55,False
936,29,57,7,831534.0,2023-01-14,57,22497.79,2022-12-16,2023-01-14,5.1146,805470.3771380001,-26063.62,False
4581,27,13,10,77471.0,2023-01-14,13,1356.5,2021-10-22,2023-01-14,5.1146,69379.549,-8091.45,False
5060,39,33,6,40295.0,2023-01-14,33,1268.8,2020-09-10,2023-01-14,5.1146,38936.42688,-1358.57,False
5852,6,1,2,62932.75,2023-01-16,1,6538.2,2022-05-16,2023-01-16,5.1115,66840.01860000001,3907.27,True
7712,2,27,3,49534.0,2023-01-16,27,3051.23,2022-07-12,2023-01-16,5.1115,46789.086435000005,-2744.91,False
8847,5,61,9,239559.6,2023-01-16,61,5564.33,2022-11-04,2023-01-16,5.1115,255978.655155,16419.06,True
1255,41,10,12,365176.2,2023-01-16,10,5615.0,2021-12-20,2023-01-16,5.1115,344412.87,-20763.33,False
6560,21,102,5,4160.0,2023-01-16,102,199.93,2020-01-15,2023-01-16,5.1115,5109.710975,949.71,True
7902,10,64,14,1483024.1,2023-01-16,64,21352.22,2022-09-06,2023-01-16,5.1115,1527986.21542,44962.12,True
3460,42,26,2,32837.7,2023-01-16,26,3412.88,2022-03-14,2023-01-16,5.1115,34889.872240000004,2052.17,True
714,24,29,11,401614.0,2023-01-16,29,7689.63,2022-03-29,2023-01-16,5.1115,432360.981195,30746.98,True
4978,4,94,11,425846.05,2023-01-16,94,7181.14,2022-01-07,2023-01-16,5.1115,403770.36821000004,-22075.68,False
7227,46,4,1,3212.9,2023-01-16,4,654.31,2022-09-21,2023-01-16,5.1115,3344.505565,131.61,True
